Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
COLLECTION_NAME_75,+4 Dainsleif (Fire),+4 다인슬레이프 (Fire),+4 Dainsleif (Fogo),+4 ダーインスレイヴ (火),+4 Dainsleif (Fuego),+4 Dainsleif (ธาตุไฟ),+4 Dainsleif (api),+4  (Огонь),+4 戴斯莱夫 (火),+4 丹斯萊夫 (火),+4 Dainsleif (Apoy),+4 Dainleif (huyện) (Ngọn lửa)
COLLECTION_NAME_76,+4 Dainsleif (Water),+4 다인슬레이프 (Water),+4 Dainsleif (Água),+4 ダーインスレイヴ (水),+4 Dainsleif (Agua),+4 Dainsleif (ธาตุน้ำ),+4 Dainsleif (air),+4  (Вода),+4 戴斯莱夫 (水),+4 丹斯萊夫 (水),+4 Dainsleif (Tubig),+4 Dainleif (huyện) (Nước)
COLLECTION_NAME_77,+4 Dainsleif (Land),+4 다인슬레이프 (Land),+4 Dainsleif (Terra),+4 ダーインスレイヴ (地),+4 Dainsleif (Tierra),+4 Dainsleif (ธาตุดิน),+4 Dainsleif (tanah),+4  (Земля),+4 戴斯莱夫 (土),+4 丹斯萊夫 (土),+4 Dainsleif (Lupa),+4 Dainleif (huyện) (Đất)
COLLECTION_NAME_78,+4 Dainsleif (Wind),+4 다인슬레이프 (Wind),+4 Dainsleif (Vento),+4 ダーインスレイヴ (風),+4 Dainsleif (Viento),+4 Dainsleif (ธาตุลม),+4 Dainsleif (udara),+4  (Воздух),+4 戴斯莱夫 (风),+4 丹斯萊夫 (風),+4 Dainsleif (Hangin),+4 Dainleif (huyện) (Gió)
COLLECTION_NAME_79,+4 Casual Clothes (Fire),+4 천 옷 (Fire),+4 Roupas Casuais (Fogo),+4 カジュアルな服 (火),+4 Ropa Casual (Fuego),+4 ชุดลำลอง (ธาตุไฟ),+4 Pakaian sederhana (api),+4  (Огонь),+4 休闲服 (火),+4 休閒服 (火),+4 Kaswal na Kasuotan (Apoy),+4 Quần áo thường ngày (Ngọn lửa)
COLLECTION_NAME_80,+4 Casual Clothes (Wind),+4 천 옷 (Wind),+4 Roupas Casuais (Vento),+4 カジュアルな服 (風),+4 Ropa Casual (Viento),+4 ชุดลำลอง (ธาตุลม),+4 Pakaian sederhana (udara),+4  (Воздух),+4 休闲服 (风),+4 休閒服 (風),+4 Kaswal na Kasuotan (Hangin),+4 Quần áo thường ngày (Gió)
COLLECTION_NAME_81,+4 Leather Clothes (Water),+4 가죽 옷 (Water),+4 Roupa de Couro (Água),+4 革の服 (水),+4 Ropa de Cuero (Agua),+4 เสื้อผ้าหนัง (ธาตุน้ำ),+4 Pakaian Kulit (air),+4  (Вода),+4 皮革服装 (水),+4 皮革衣服 (水),+4 Balat na Kasuotan (Tubig),+4 Quần áo da (Nước)
COLLECTION_NAME_82,+4 Leather Clothes (Wind),+4 가죽 옷 (Wind),+4 Roupa de Couro (Vento),+4 革の服 (風),+4 Ropa de Cuero (Viento),+4 เสื้อผ้าหนัง (ธาตุลม),+4 Pakaian Kulit (udara),+4  (Воздух),+4 皮革服装 (风),+4 皮革衣服 (風),+4 Balat na Kasuotan (Hangin),+4 Quần áo da (Gió)
COLLECTION_NAME_83,+4 Black Crow Armor (Land),+4 검은 까마귀의 갑옷 (Land),+4 Armadura do Corvo Negro (Terra),+4 ブラッククロウアーマー (地),+4 Armadura del Cuervo Negro (Tierra),+4 ชุดเกราะอีกาดำ (ธาตุดิน),+4 Baju zirah Gagak hitam (tanah),+4  (Земля),+4 黑乌鸦装甲 (土),+4 黑烏鴉盔甲 (土),+4 Baluti ng Itim na Uwak (Lupa),+4 Áo giáp quạ đen (Đất)
COLLECTION_NAME_84,+4 Black Crow Armor (Wind),+4 검은 까마귀의 갑옷 (Wind),+4 Armadura do Corvo Negro (Vento),+4 ブラッククロウアーマー (風),+4 Armadura del Cuervo Negro (Viento),+4 ชุดเกราะอีกาดำ (ธาตุลม),+4 Baju zirah Gagak hitam (udara),+4  (Воздух),+4 黑乌鸦装甲 (风),+4 黑烏鴉盔甲 (風),+4 Baluti ng Itim na Uwak (Hangin),+4 Áo giáp quạ đen (Gió)
COLLECTION_NAME_85,+4 Hermes' Clothes (Normal),+4 헤르메스의 옷 (Normal),+4 Roupa de Hermes (Normal),+4 エルメスの服 (ノーマル),+4 Ropa de Hermes (Normal),+4 เสื้อผ้าของ Hermes (ธรรมดา),+4 Pakaian Hermes (normal),+4  (Нормально),+4 爱马仕的衣服 (普通),+4 愛馬仕的衣服 (普通),+4 Kasuotan ng Hermes (Normal),+4 Quần áo Hermes (Bình thường)
COLLECTION_NAME_86,+4 Hermes' Clothes (Fire),+4 헤르메스의 옷 (Fire),+4 Roupa de Hermes (Fogo),+4 エルメスの服 (火),+4 Ropa de Hermes (Fuego),+4 เสื้อผ้าของ Hermes (ธาตุไฟ),+4 Pakaian Hermes (api),+4  (Огонь),+4 爱马仕的衣服 (火),+4 愛馬仕的衣服 (火),+4 Kasuotan ng Hermes (Apoy),+4 Quần áo Hermes (Ngọn lửa)
COLLECTION_NAME_87,+4 Hermes' Clothes (Water),+4 헤르메스의 옷 (Water),+4 Roupa de Hermes (Água),+4 エルメスの服 (水),+4 Ropa de Hermes (Agua),+4 เสื้อผ้าของ Hermes (ธาตุน้ำ),+4 Pakaian Hermes (air),+4  (Вода),+4 爱马仕的衣服 (水),+4 愛馬仕的衣服 (水),+4 Kasuotan ng Hermes (Tubig),+4 Quần áo Hermes (Nước)
COLLECTION_NAME_88,+4 Hermes' Clothes (Land),+4 헤르메스의 옷 (Land),+4 Roupa de Hermes (Terra),+4 エルメスの服 (地),+4 Ropa de Hermes (Tierra),+4 เสื้อผ้าของ Hermes (ธาตุดิน),+4 Pakaian Hermes (tanah),+4  (Земля),+4 爱马仕的衣服 (土),+4 愛馬仕的衣服 (土),+4 Kasuotan ng Hermes (Lupa),+4 Quần áo Hermes (Đất)
COLLECTION_NAME_89,+4 War Armor (Normal),+4 전쟁 갑옷 (Normal),+4 Armadura de Guerra (Normal),+4 ウォーアーマー (ノーマル),+4 Armadura de Guerra (Normal),+4 ชุดเกราะสงคราม (ธรรมดา),+4 Baju Zirah Perang (normal),+4  (Нормально),+4 战争装甲 (普通),+4 戰爭盔甲 (普通),+4 Baluting Pandigmaan (Normal),+4 áo giáp chiến tranh (Bình thường)
COLLECTION_NAME_90,+4 War Armor (Fire),+4 전쟁 갑옷 (Fire),+4 Armadura de Guerra (Fogo),+4 ウォーアーマー (火),+4 Armadura de Guerra (Fuego),+4 ชุดเกราะสงคราม (ธาตุไฟ),+4 Baju Zirah Perang (api),+4  (Огонь),+4 战争装甲 (火),+4 戰爭盔甲 (火),+4 Baluting Pandigmaan (Apoy),+4 áo giáp chiến tranh (Ngọn lửa)
COLLECTION_NAME_91,+4 War Armor (Water),+4 전쟁 갑옷 (Water),+4 Armadura de Guerra (Água),+4 ウォーアーマー (水),+4 Armadura de Guerra (Agua),+4 ชุดเกราะสงคราม (ธาตุน้ำ),+4 Baju Zirah Perang (air),+4  (Вода),+4 战争装甲 (水),+4 戰爭盔甲 (水),+4 Baluting Pandigmaan (Tubig),+4 áo giáp chiến tranh (Nước)
COLLECTION_NAME_92,+4 War Armor (Land),+4 전쟁 갑옷 (Land),+4 Armadura de Guerra (Terra),+4 ウォーアーマー (地),+4 Armadura de Guerra (Tierra),+4 ชุดเกราะสงคราม (ธาตุดิน),+4 Baju Zirah Perang (tanah),+4  (Земля),+4 战争装甲 (土),+4 戰爭盔甲 (土),+4 Baluting Pandigmaan (Lupa),+4 áo giáp chiến tranh (Đất)
COLLECTION_NAME_93,+4 War Armor (Wind),+4 전쟁 갑옷 (Wind),+4 Armadura de Guerra (Vento),+4 ウォーアーマー (風),+4 Armadura de Guerra (Viento),+4 ชุดเกราะสงคราม (ธาตุลม),+4 Baju Zirah Perang (udara),+4  (Воздух),+4 战争装甲 (风),+4 戰爭盔甲 (風),+4 Baluting Pandigmaan (Hangin),+4 áo giáp chiến tranh (Gió)
COLLECTION_NAME_94,+4 Ancient Armor (Normal),+4 고대의 갑옷 (Normal),+4 Armadura Ancestral (Normal),+4 太古の鎧 (ノーマル),+4 Armadura Antigua (Normal),+4 ชุดเกราะโบราณ (ธรรมดา),+4 Baju Zirah Kuno (normal),+4  (Нормально),+4 古代盔甲 (普通),+4 古老的盔甲 (普通),+4 Sinaunang baluti (Normal),+4 áo giáp cổ (Bình thường)
COLLECTION_NAME_95,+4 Ancient Armor (Fire),+4 고대의 갑옷 (Fire),+4 Armadura Ancestral (Fogo),+4 太古の鎧 (火),+4 Armadura Antigua (Fuego),+4 ชุดเกราะโบราณ (ธาตุไฟ),+4 Baju Zirah Kuno (api),+4  (Огонь),+4 古代盔甲 (火),+4 古老的盔甲 (火),+4 Sinaunang baluti (Apoy),+4 áo giáp cổ (Ngọn lửa)
COLLECTION_NAME_96,+4 Ancient Armor (Water),+4 고대의 갑옷 (Water),+4 Armadura Ancestral (Água),+4 太古の鎧 (水),+4 Armadura Antigua (Agua),+4 ชุดเกราะโบราณ (ธาตุน้ำ),+4 Baju Zirah Kuno (air),+4  (Вода),+4 古代盔甲 (水),+4 古老的盔甲 (水),+4 Sinaunang baluti (Tubig),+4 áo giáp cổ (Nước)
COLLECTION_NAME_97,+4 Ancient Armor (Land),+4 고대의 갑옷 (Land),+4 Armadura Ancestral (Terra),+4 太古の鎧 (地),+4 Armadura Antigua (Tierra),+4 ชุดเกราะโบราณ (ธาตุดิน),+4 Baju Zirah Kuno (tanah),+4  (Земля),+4 古代盔甲 (土),+4 古老的盔甲 (土),+4 Sinaunang baluti (Lupa),+4 áo giáp cổ (Đất)
COLLECTION_NAME_98,+4 Ancient Armor (Wind),+4 고대의 갑옷 (Wind),+4 Armadura Ancestral (Vento),+4 太古の鎧 (風),+4 Armadura Antigua (Viento),+4 ชุดเกราะโบราณ (ธาตุลม),+4 Baju Zirah Kuno (udara),+4  (Воздух),+4 古代盔甲 (风),+4 古老的盔甲 (風),+4 Sinaunang baluti (Hangin),+4 áo giáp cổ (Gió)
COLLECTION_NAME_99,+4 Basic Belt (Wind),+4 허리끈 (Wind),+4 Cinto (Vento),+4 ベルト (風),+4 Cinturón Básico (Viento),+4 เข็มขัดธรรมดา (ธาตุลม),+4 Sabuk (udara),+4  (Воздух),+4 腰带 (风),+4 基本款腰帶 (風),+4 Pangunahing Sinturon (Hangin),+4 Thắt lưng cơ bản (Gió)
COLLECTION_NAME_100,+4 Leather Belt (Land),+4 가죽 벨트 (Land),+4 Cinto de Couro (Terra),+4 レザーベルト (地),+4 Cinturón de Cuero (Tierra),+4 เข็มขัดหนัง (ธาตุดิน),+4 Sabuk kulit (tanah),+4  (Земля),+4 皮腰带 (土),+4 皮帶 (土),+4 Balat na Sinturon (Lupa),+4 Dây đai da (Đất)
COLLECTION_NAME_101,+4 Leather Belt (Wind),+4 가죽 벨트 (Wind),+4 Cinto de Couro (Vento),+4 レザーベルト (風),+4 Cinturón de Cuero (Viento),+4 เข็มขัดหนัง (ธาตุลม),+4 Sabuk kulit (udara),+4  (Воздух),+4 皮腰带 (风),+4 皮帶 (風),+4 Balat na Sinturon (Hangin),+4 Dây đai da (Gió)
COLLECTION_NAME_102,+4 Solid Belt (Fire),+4 견고한 벨트 (Fire),+4 Cinto Sólido (Fogo),+4 ソリッドベルト (火),+4 Cinturón Sólido (Fuego),+4 เข็มขัดแข็ง (ธาตุไฟ),+4 Sabuk Solid (api),+4  (Огонь),+4 实心腰带 (火),+4 實心腰帶 (火),+4 Matatag na Sinturon (Apoy),+4 Dây đai rắn (Ngọn lửa)
COLLECTION_NAME_103,+4 Solid Belt (Wind),+4 견고한 벨트 (Wind),+4 Cinto Sólido (Vento),+4 ソリッドベルト (風),+4 Cinturón Sólido (Viento),+4 เข็มขัดแข็ง (ธาตุลม),+4 Sabuk Solid (udara),+4  (Воздух),+4 实心腰带 (风),+4 實心腰帶 (風),+4 Matatag na Sinturon (Hangin),+4 Dây đai rắn (Gió)
COLLECTION_NAME_104,+4 War Belt (Land),+4 전쟁 벨트 (Land),+4 Cinto de Guerra (Terra),+4 ウォーベルト (地),+4 Cinturón de Guerra (Tierra),+4 เข็มขัดสงคราม (ธาตุดิน),+4 Sabuk Perang (tanah),+4  (Земля),+4 战争腰带 (土),+4 戰爭腰帶 (土),+4 Sinturong Pandigmaan (Lupa),+4 Vành đai chiến tranh (Đất)
COLLECTION_NAME_105,+4 Legendary Belt (Normal),+4 전설의 벨트 (Normal),+4 Cinto Lendário (Normal),+4 伝説のベルト (ノーマル),+4 Cinturón Legendario (Normal),+4 เข็มขัดในตำนาน (ธรรมดา),+4 Sabuk Legendaris (normal),+4  (Нормально),+4 传奇腰带 (普通),+4 傳奇腰帶 (普通),+4 Maalamat na sinturon (Normal),+4 Dây đai huyền thoại (Bình thường)
COLLECTION_NAME_106,+4 Legendary Belt (Fire),+4 전설의 벨트 (Fire),+4 Cinto Lendário (Fogo),+4 伝説のベルト (火),+4 Cinturón Legendario (Fuego),+4 เข็มขัดในตำนาน (ธาตุไฟ),+4 Sabuk Legendaris (api),+4  (Огонь),+4 传奇腰带 (火),+4 傳奇腰帶 (火),+4 Maalamat na sinturon (Apoy),+4 Dây đai huyền thoại (Ngọn lửa)
COLLECTION_NAME_107,+4 Legendary Belt (Water),+4 전설의 벨트 (Water),+4 Cinto Lendário (Água),+4 伝説のベルト (水),+4 Cinturón Legendario (Agua),+4 เข็มขัดในตำนาน (ธาตุน้ำ),+4 Sabuk Legendaris (air),+4  (Вода),+4 传奇腰带 (水),+4 傳奇腰帶 (水),+4 Maalamat na sinturon (Tubig),+4 Dây đai huyền thoại (Nước)
COLLECTION_NAME_108,+4 Legendary Belt (Land),+4 전설의 벨트 (Land),+4 Cinto Lendário (Terra),+4 伝説のベルト (地),+4 Cinturón Legendario (Tierra),+4 เข็มขัดในตำนาน (ธาตุดิน),+4 Sabuk Legendaris (tanah),+4  (Земля),+4 传奇腰带 (土),+4 傳奇腰帶 (土),+4 Maalamat na sinturon (Lupa),+4 Dây đai huyền thoại (Đất)
COLLECTION_NAME_109,+4 Legendary Belt (Wind),+4 전설의 벨트 (Wind),+4 Cinto Lendário (Vento),+4 伝説のベルト (風),+4 Cinturón Legendario (Viento),+4 เข็มขัดในตำนาน (ธาตุลม),+4 Sabuk Legendaris (udara),+4  (Воздух),+4 传奇腰带 (风),+4 傳奇腰帶 (風),+4 Maalamat na sinturon (Hangin),+4 Dây đai huyền thoại (Gió)
COLLECTION_NAME_110,+4 Thin Necklace (Land),+4 얇은 목걸이 (Land),+4 Colar Fino (Terra),+4 細いネックレス (地),+4 Collar Delgado (Tierra),+4 สร้อยคอเส้นบาง (ธาตุดิน),+4 Kalung Tipis (tanah),+4  (Земля),+4 细项链 (土),+4 細項鍊 (土),+4 Manipis na kuwintas (Lupa),+4 Dây chuyền mỏng (Đất)
COLLECTION_NAME_111,+4 Guardian Necklace (Land),+4 수호의 목걸이 (Land),+4 Colar do Guardião (Terra),+4 ガーディアンネックレス (地),+4 Collar Guardián (Tierra),+4 สร้อยคอผู้พิทักษ์ (ธาตุดิน),+4 Kalung Penjaga (tanah),+4  (Земля),+4 守护项链 (土),+4 守護者項鍊 (土),+4 Kuwintas ng Tagapagtanggol (Lupa),+4 Dây chuyền bảo vệ (Đất)
COLLECTION_NAME_112,+4 Guardian Necklace (Wind),+4 수호의 목걸이 (Wind),+4 Colar do Guardião (Vento),+4 ガーディアンネックレス (風),+4 Collar Guardián (Viento),+4 สร้อยคอผู้พิทักษ์ (ธาตุลม),+4 Kalung Penjaga (udara),+4  (Воздух),+4 守护项链 (风),+4 守護者項鍊 (風),+4 Kuwintas ng Tagapagtanggol (Hangin),+4 Dây chuyền bảo vệ (Gió)
COLLECTION_NAME_113,+4 Mana Necklace (Land),+4 마력의 목걸이 (Land),+4 Colar de Mana (Terra),+4 マナネックレス (地),+4 Collar De Maná (Tierra),+4 สร้อยคอมานา (ธาตุดิน),+4 Kalung Mana (tanah),+4  (Земля),+4 法力项链 (土),+4 法力項鍊 (土),+4 Kuwintas ng Mana (Lupa),+4 Vòng cổ ma thuật (Đất)
COLLECTION_NAME_114,+4 Mana Necklace (Wind),+4 마력의 목걸이 (Wind),+4 Colar de Mana (Vento),+4 マナネックレス (風),+4 Collar De Maná (Viento),+4 สร้อยคอมานา (ธาตุลม),+4 Kalung Mana (udara),+4  (Воздух),+4 法力项链 (风),+4 法力項鍊 (風),+4 Kuwintas ng Mana (Hangin),+4 Vòng cổ ma thuật (Gió)
COLLECTION_NAME_115,+4 Warrior's Necklace (Normal),+4 전사의 목걸이 (Normal),+4 Colar do Guerreiro (Normal),+4 戦士のネックレス (ノーマル),+4 Collar del Guerrero (Normal),+4 สร้อยคอของนักรบ (ธรรมดา),+4 Kalung Pendekar (normal),+4  (Нормально),+4 战士的项链 (普通),+4 戰士的項鍊 (普通),+4 Kuwintas ng Mandirigma (Normal),+4 Vòng cổ của chiến binh (Bình thường)
COLLECTION_NAME_116,+4 Legendary Necklace (Normal),+4 전설의 목걸이 (Normal),+4 Colar Lendário (Normal),+4 伝説のネックレス (ノーマル),+4 Collar Legendario (Normal),+4 สร้อยคอในตำนาน (ธรรมดา),+4 Kalung Legendaris (normal),+4  (Нормально),+4 传奇项链 (普通),+4 傳奇項鍊 (普通),+4 Maalamat na Kuwintas (Normal),+4 Dây chuyền huyền thoại (Bình thường)
COLLECTION_NAME_117,+4 Legendary Necklace (Fire),+4 전설의 목걸이 (Fire),+4 Colar Lendário (Fogo),+4 伝説のネックレス (火),+4 Collar Legendario (Fuego),+4 สร้อยคอในตำนาน (ธาตุไฟ),+4 Kalung Legendaris (api),+4  (Огонь),+4 传奇项链 (火),+4 傳奇項鍊 (火),+4 Maalamat na Kuwintas (Apoy),+4 Dây chuyền huyền thoại (Ngọn lửa)
COLLECTION_NAME_118,+4 Legendary Necklace (Water),+4 전설의 목걸이 (Water),+4 Colar Lendário (Água),+4 伝説のネックレス (水),+4 Collar Legendario (Agua),+4 สร้อยคอในตำนาน (ธาตุน้ำ),+4 Kalung Legendaris (air),+4  (Вода),+4 传奇项链 (水),+4 傳奇項鍊 (水),+4 Maalamat na Kuwintas (Tubig),+4 Dây chuyền huyền thoại (Nước)
COLLECTION_NAME_119,+4 Legendary Necklace (Land),+4 전설의 목걸이 (Land),+4 Colar Lendário (Terra),+4 伝説のネックレス (地),+4 Collar Legendario (Tierra),+4 สร้อยคอในตำนาน (ธาตุดิน),+4 Kalung Legendaris (tanah),+4  (Земля),+4 传奇项链 (土),+4 傳奇項鍊 (土),+4 Maalamat na Kuwintas (Lupa),+4 huyền thoại Dây chuyền (Đất)
COLLECTION_NAME_120,+4 Legendary Necklace (Wind),+4 전설의 목걸이 (Wind),+4 Colar Lendário (Vento),+4 伝説のネックレス (風),+4 Collar Legendario (Viento),+4 สร้อยคอในตำนาน (ธาตุลม),+4 Kalung Legendaris (udara),+4  (Воздух),+4 传奇项链 (风),+4 傳奇項鍊 (風),+4 Maalamat na Kuwintas (Hangin),+4 Dây chuyền huyền thoại (Gió)
COLLECTION_NAME_121,+4 Thin Ring (Normal),+4 얇은 반지 (Normal),+4 Anel Fino (Normal),+4 細いリング (ノーマル),+4 Anillo Delgado (Normal),+4 แหวนบาง (ธรรมดา),+4 Cincin Tipis (normal),+4  (Нормально),+4 细环 (普通),+4 細環 (普通),+4 Manipis na Singsing (Normal),+4 Vòng mỏng (Bình thường)
COLLECTION_NAME_122,+4 Thin Ring (Wind),+4 얇은 반지 (Wind),+4 Anel Fino (Vento),+4 細いリング (風),+4 Anillo Delgado (Viento),+4 แหวนบาง (ธาตุลม),+4 Cincin Tipis (udara),+4  (Воздух),+4 细环 (风),+4 細環 (風),+4 Manipis na Singsing (Hangin),+4 Vòng mỏng (Gió)
COLLECTION_NAME_123,+4 Guardian Ring (Fire),+4 수호의 반지 (Fire),+4 Anel do Guardião (Fogo),+4 ガーディアンリング (火),+4 Anillo Guardián (Fuego),+4 แหวนผู้พิทักษ์ (ธาตุไฟ),+4 Cincin Penjaga (api),+4  (Огонь),+4 守护戒指 (火),+4 守護者戒指 (火),+4 Singsing ng Tagapagtangol (Apoy),+4 Vòng bảo vệ (Ngọn lửa)
COLLECTION_NAME_124,+4 Guardian Ring (Land),+4 수호의 반지 (Land),+4 Anel do Guardião (Terra),+4 ガーディアンリング (地),+4 Anillo Guardián (Tierra),+4 แหวนผู้พิทักษ์ (ธาตุดิน),+4 Cincin Penjaga (tanah),+4  (Земля),+4 守护戒指 (土),+4 守護者戒指 (土),+4 Singsing ng Tagapagtangol (Lupa),+4 Vòng bảo vệ (Đất)
COLLECTION_NAME_125,+4 Guardian Ring (Wind),+4 수호의 반지 (Wind),+4 Anel do Guardião (Vento),+4 ガーディアンリング (風),+4 Anillo Guardián (Viento),+4 แหวนผู้พิทักษ์ (ธาตุลม),+4 Cincin Penjaga (udara),+4  (Воздух),+4 守护戒指 (风),+4 守護者戒指 (風),+4 Singsing ng Tagapagtangol (Hangin),+4 Vòng bảo vệ (Gió)
